Anio	Host Pais	Host Ciudad	Pais	Oro	Plata	Bronce	Continente	Region	Poblacion	PIB
2020	Japan	Tokyo	Czech Republic	4	4	3	Europe	Eastern Europe	10235455	15700.0
2020	Japan	Tokyo	Norway	4	2	2	Europe	Northern Europe	4610820	37800.0
2020	Japan	Tokyo	Spain	3	8	6	Europe	Southern Europe	40397842	22000.0
2020	Japan	Tokyo	Jamaica	4	1	4	Americas	Latin America and the Caribbean	2758124	3900.0
2020	Japan	Tokyo	Poland	4	5	5	Europe	Eastern Europe	38536869	11100.0
2020	Japan	Tokyo	New Zealand	7	6	7	Oceania	Australia and New Zealand	4076140	21600.0
2020	Japan	Tokyo	Brazil	7	6	8	Americas	Latin America and the Caribbean	188078227	7600.0
2020	Japan	Tokyo	Cuba	7	3	5	Americas	Latin America and the Caribbean	11382820	2900.0
2020	Japan	Tokyo	Hungary	6	7	7	Europe	Eastern Europe	9981334	13900.0
2020	Japan	Tokyo	Romania	1	3	0	Europe	Eastern Europe	22303552	7000.0
2020	Japan	Tokyo	Lithuania	0	1	0	Europe	Northern Europe	3585906	11400.0
2020	Japan	Tokyo	Bahrain	0	1	0	Asia	Western Asia	698585	16900.0
2020	Japan	Tokyo	Namibia	0	1	0	Africa	Sub-Saharan Africa	2044147	7200.0
2020	Japan	Tokyo	Saudi Arabia	0	1	0	Asia	Western Asia	27019731	11800.0
2020	Japan	Tokyo	Nigeria	0	1	1	Africa	Sub-Saharan Africa	131859731	900.0
2020	Japan	Tokyo	Argentina	0	1	2	Americas	Latin America and the Caribbean	39921833	11200.0
2020	Japan	Tokyo	Mongolia	0	1	3	Asia	Eastern Asia	2832224	1800.0
2020	Japan	Tokyo	San Marino	0	1	2	Europe	Southern Europe	29251	34600.0
2020	Japan	Tokyo	Malaysia	0	1	1	Asia	South-eastern Asia	24385858	9000.0
2020	Japan	Tokyo	Jordan	0	1	1	Asia	Western Asia	5906760	4300.0
2020	Japan	Tokyo	Turkmenistan	0	1	0	Asia	Central Asia	5042920	5800.0
2020	Japan	Tokyo	Grenada	0	0	1	Americas	Latin America and the Caribbean	89703	5000.0
2020	Japan	Tokyo	Kuwait	0	0	1	Asia	Western Asia	2418393	19000.0
2020	Japan	Tokyo	Syria	0	0	1	Asia	Western Asia	18881361	3300.0
2020	Japan	Tokyo	Moldova	0	0	1	Europe	Eastern Europe	4466706	1800.0
2020	Japan	Tokyo	Ghana	0	0	1	Africa	Sub-Saharan Africa	22409572	2200.0
2020	Japan	Tokyo	Mexico	0	0	4	Americas	Latin America and the Caribbean	107449525	9000.0
2020	Japan	Tokyo	Kazakhstan	0	0	8	Asia	Central Asia	15233244	6300.0
2020	Japan	Tokyo	Finland	0	0	2	Europe	Northern Europe	5231372	27400.0
2020	Japan	Tokyo	Burkina Faso	0	0	1	Africa	Sub-Saharan Africa	13902972	1100.0
2020	Japan	Tokyo	Botswana	0	0	1	Africa	Sub-Saharan Africa	1639833	9000.0
2020	Japan	Tokyo	Egypt	1	1	4	Africa	Northern Africa	78887007	4000.0
2020	Japan	Tokyo	Austria	1	1	5	Europe	Western Europe	8192880	30000.0
2020	Japan	Tokyo	Indonesia	1	1	3	Asia	South-eastern Asia	245452739	3200.0
2020	Japan	Tokyo	Portugal	1	1	2	Europe	Southern Europe	10605870	18000.0
2020	Japan	Tokyo	Ethiopia	1	1	2	Africa	Sub-Saharan Africa	74777981	700.0
2020	Japan	Tokyo	South Africa	1	2	0	Africa	Sub-Saharan Africa	44187637	10700.0
2020	Japan	Tokyo	India	1	2	4	Asia	Southern Asia	1095351995	2900.0
2020	Japan	Tokyo	Venezuela	1	3	0	Americas	Latin America and the Caribbean	25730435	4800.0
2020	Japan	Tokyo	Hong Kong	1	2	3	Asia	Eastern Asia	6940432	28800.0
2020	Japan	Tokyo	Slovakia	1	2	1	Europe	Eastern Europe	5439448	13300.0
2020	Japan	Tokyo	Philippines	1	2	1	Asia	South-eastern Asia	89468677	4600.0
2020	Japan	Tokyo	Tunisia	1	1	0	Africa	Northern Africa	10175014	6900.0
2020	Japan	Tokyo	Colombia	0	4	1	Americas	Latin America and the Caribbean	43593035	6300.0
2020	Japan	Tokyo	Puerto Rico	1	0	0	Americas	Latin America and the Caribbean	3927188	16800.0
2020	Japan	Tokyo	Azerbaijan	0	3	4	Asia	Western Asia	7961619	3400.0
2020	Japan	Tokyo	Kyrgyzstan	0	2	1	Asia	Central Asia	5213898	1600.0
2020	Japan	Tokyo	Armenia	0	2	2	Asia	Western Asia	2976372	3500.0
2020	Japan	Tokyo	Morocco	1	0	0	Africa	Northern Africa	33241259	4000.0
2020	Japan	Tokyo	Fiji	1	0	1	Oceania	Melanesia	905949	5800.0
2020	Japan	Tokyo	Estonia	1	0	1	Europe	Northern Europe	1324333	12300.0
2020	Japan	Tokyo	Latvia	1	0	1	Europe	Northern Europe	2274735	10200.0
2020	Japan	Tokyo	Bermuda	1	0	0	Americas	Northern America	65773	36000.0
2020	Japan	Tokyo	Thailand	1	0	1	Asia	South-eastern Asia	64631595	7400.0
